Region,Brand,Category,CPU,GPU,RAM_GB,Storage_GB,OS,Color,Channel,PaymentMethod,Price,DiscountPct,FinalPrice,Quantity,TotalAmount,CustomerSegment,y_true,proba,pred
Europe,Samsung,Gaming Laptop,i7,Intel Iris,8,512,Windows 10,Gray,Online,Credit Card,2065.69,15,1755.84,1,1755.84,Enterprise,0,0.32,0
North America,Microsoft,Gaming Laptop,i9,Intel UHD,16,512,Linux,Silver,Reseller,Credit Card,2264.1,10,2037.69,1,2037.69,Student,1,0.425,1
Europe,Microsoft,All-in-One,i9,Intel Iris,16,1024,Windows 11,Blue,Reseller,Bank Transfer,1649.96,20,1319.97,2,2639.94,Gamer,0,0.51,1
North America,Asus,Laptop,M1,Intel Iris,8,512,macOS,White,Online,Bank Transfer,538.87,5,511.93,3,1535.79,Student,0,0.365,1
North America,Apple,Gaming Laptop,Ryzen 7,NVIDIA RTX 3060,16,512,macOS,Gray,Retail Store,Credit Card,1795.83,5,1706.04,3,5118.12,Enterprise,0,0.4475,1
Europe,HP,Gaming Laptop,Ryzen 5,AMD Radeon Vega,8,1024,macOS,Silver,Reseller,Debit Card,1268.66,15,1078.36,2,2156.72,Student,1,0.4075,1
Europe,Microsoft,Gaming Laptop,i9,NVIDIA RTX 3060,16,512,macOS,Silver,Reseller,Credit Card,2078.83,15,1767.01,3,5301.03,Enterprise,0,0.47,1
Europe,Samsung,All-in-One,M2,NVIDIA RTX 2060,4,256,Linux,Gray,Retail Store,Credit Card,1016.12,0,1016.12,2,2032.24,Student,0,0.29,0
Europe,Apple,Desktop,i9,NVIDIA RTX 2060,16,2048,macOS,Silver,Online,Bank Transfer,1157.08,15,983.52,3,2950.56,Enterprise,0,0.355,1
Europe,HP,All-in-One,Ryzen 7,Intel UHD,4,2048,macOS,Silver,Retail Store,Credit Card,2555.93,0,2555.93,3,7667.79,Student,1,0.3475,0
Europe,Apple,Gaming Laptop,i9,NVIDIA RTX 2060,32,256,macOS,Black,Reseller,Debit Card,2514.62,5,2388.89,1,2388.89,Student,0,0.4125,1
Asia-Pacific,Asus,All-in-One,Ryzen 7,NVIDIA GTX 1650,8,1024,macOS,Black,Online,Debit Card,801.34,20,641.07,2,1282.14,Student,1,0.395,1
Europe,Lenovo,Gaming Laptop,Ryzen 9,NVIDIA RTX 2060,4,1024,Linux,Black,Retail Store,PayPal,1241.85,20,993.48,2,1986.96,Professional,1,0.315,0
Europe,MSI,Laptop,Ryzen 9,NVIDIA RTX 2060,4,2048,macOS,White,Retail Store,Debit Card,2474.71,20,1979.77,1,1979.77,Gamer,1,0.3875,1
North America,Lenovo,Desktop,i5,NVIDIA GTX 1650,8,512,Linux,Black,Retail Store,Credit Card,628.84,10,565.96,3,1697.88,Student,0,0.3875,1
North America,Apple,Desktop,M2,Intel UHD,4,512,macOS,Silver,Retail Store,Debit Card,2373.42,5,2254.75,1,2254.75,Student,0,0.405,1
Asia-Pacific,HP,Gaming Laptop,Ryzen 9,Intel UHD,4,256,macOS,White,Retail Store,PayPal,2815.64,5,2674.86,1,2674.86,Professional,0,0.4225,1
Europe,Lenovo,Desktop,i9,Intel UHD,32,1024,macOS,Black,Reseller,Credit Card,1709.17,5,1623.71,3,4871.13,Enterprise,0,0.4375,1
Asia-Pacific,Razer,All-in-One,Ryzen 9,Intel UHD,16,256,Windows 10,Blue,Online,Credit Card,910.71,0,910.71,2,1821.42,Professional,1,0.36,1
North America,MSI,All-in-One,i5,NVIDIA RTX 3060,32,2048,macOS,Black,Retail Store,Credit Card,2913.09,0,2913.09,1,2913.09,Gamer,0,0.3875,1
North America,MSI,Laptop,i5,Intel UHD,16,1024,Windows 10,Gray,Online,Credit Card,1836.96,15,1561.42,2,3122.84,Enterprise,1,0.37,1
Asia-Pacific,Apple,All-in-One,i5,NVIDIA GTX 1650,4,1024,macOS,Gray,Online,PayPal,1263.18,5,1200.02,3,3600.06,Professional,0,0.46,1
Asia-Pacific,Razer,Desktop,i7,NVIDIA RTX 3060,16,256,Windows 11,Black,Online,Bank Transfer,607.03,15,515.98,1,515.98,Student,1,0.4625,1
Europe,Dell,All-in-One,Ryzen 3,NVIDIA RTX 3060,16,256,Windows 10,Gray,Reseller,Bank Transfer,2045.25,20,1636.2,3,4908.6,Student,1,0.4625,1
Asia-Pacific,Razer,Desktop,Ryzen 9,NVIDIA RTX 3060,32,256,Linux,White,Online,Debit Card,2232.31,5,2120.69,2,4241.38,Enterprise,0,0.4225,1
North America,Acer,Desktop,Ryzen 3,AMD Radeon Vega,4,2048,Windows 11,Gray,Online,Debit Card,2550.29,0,2550.29,3,7650.87,Professional,0,0.47,1
Asia-Pacific,MSI,Laptop,M2,AMD Radeon Vega,32,256,Windows 11,White,Reseller,PayPal,1106.37,5,1051.05,1,1051.05,Gamer,0,0.3875,1
North America,HP,All-in-One,Ryzen 5,Intel Iris,32,512,Windows 11,White,Retail Store,Debit Card,1215.26,10,1093.73,1,1093.73,Enterprise,1,0.4575,1
Asia-Pacific,Microsoft,Desktop,Ryzen 7,NVIDIA RTX 2060,8,256,Linux,White,Online,Credit Card,2162.01,20,1729.61,1,1729.61,Gamer,0,0.3225,0
Europe,Razer,Desktop,Ryzen 7,NVIDIA GTX 1650,4,512,macOS,Gray,Online,Bank Transfer,1837.74,5,1745.85,1,1745.85,Enterprise,0,0.3425,0
Asia-Pacific,HP,Gaming Laptop,Ryzen 9,NVIDIA GTX 1650,4,256,Windows 10,Silver,Online,PayPal,544.68,5,517.45,1,517.45,Enterprise,0,0.3525,1
North America,MSI,Laptop,i9,Intel Iris,32,512,Linux,Silver,Retail Store,Bank Transfer,1573.39,5,1494.72,1,1494.72,Gamer,1,0.32,0
Asia-Pacific,Apple,Gaming Laptop,i7,Intel UHD,32,256,macOS,White,Online,Debit Card,2511.69,15,2134.94,3,6404.82,Professional,0,0.47,1
Asia-Pacific,Microsoft,Laptop,M2,NVIDIA GTX 1650,16,1024,macOS,Silver,Online,Bank Transfer,1935.85,10,1742.26,2,3484.52,Enterprise,1,0.35,1
Europe,HP,All-in-One,Ryzen 7,Intel Iris,4,512,Windows 11,Silver,Reseller,Bank Transfer,785.11,0,785.11,1,785.11,Student,1,0.475,1
Asia-Pacific,Microsoft,Laptop,Ryzen 3,AMD Radeon Vega,4,256,Windows 10,Black,Retail Store,Credit Card,628.12,10,565.31,3,1695.93,Enterprise,0,0.375,1
Asia-Pacific,Asus,Gaming Laptop,Ryzen 7,NVIDIA RTX 2060,4,256,Linux,Black,Reseller,Debit Card,2640.53,10,2376.48,1,2376.48,Gamer,0,0.3225,0
Europe,Dell,All-in-One,Ryzen 7,Intel UHD,4,512,Linux,Silver,Reseller,Bank Transfer,2784.93,15,2367.19,2,4734.38,Enterprise,0,0.3575,1
North America,Razer,Gaming Laptop,Ryzen 3,Intel Iris,8,256,Windows 10,Gray,Reseller,PayPal,1319.81,20,1055.85,3,3167.55,Student,1,0.34,0
Asia-Pacific,HP,All-in-One,Ryzen 7,Intel Iris,8,1024,macOS,Silver,Retail Store,PayPal,2598.76,10,2338.88,2,4677.76,Gamer,0,0.39,1
North America,Acer,Desktop,i5,Intel Iris,16,1024,macOS,White,Retail Store,Credit Card,457.53,0,457.53,3,1372.59,Enterprise,0,0.305,0
Europe,Microsoft,Gaming Laptop,i7,NVIDIA GTX 1650,4,512,Windows 11,Silver,Retail Store,Debit Card,1115.61,5,1059.83,1,1059.83,Professional,1,0.315,0
Europe,Samsung,Gaming Laptop,i5,Intel UHD,16,256,Windows 11,Silver,Online,Debit Card,602.91,5,572.76,2,1145.52,Professional,0,0.32,0
Asia-Pacific,Samsung,All-in-One,M1,NVIDIA RTX 2060,32,512,macOS,Gray,Online,PayPal,786.46,15,668.49,2,1336.98,Gamer,0,0.36,1
Asia-Pacific,Acer,Gaming Laptop,Ryzen 5,Intel Iris,16,2048,macOS,Gray,Reseller,PayPal,2407.22,15,2046.14,3,6138.42,Student,0,0.435,1
North America,Asus,Gaming Laptop,i7,NVIDIA RTX 2060,16,1024,Linux,Black,Retail Store,PayPal,2483.41,15,2110.9,3,6332.7,Gamer,1,0.4725,1
North America,Razer,Laptop,Ryzen 3,Intel Iris,8,2048,Linux,Silver,Reseller,Bank Transfer,2764.79,10,2488.31,1,2488.31,Student,1,0.3825,1
Europe,Acer,Desktop,i3,AMD Radeon Vega,32,256,Windows 11,Black,Online,Credit Card,2310.35,10,2079.32,3,6237.96,Professional,0,0.4925,1
North America,Dell,Desktop,Ryzen 9,Intel Iris,32,2048,macOS,Gray,Online,Credit Card,979.14,10,881.23,3,2643.69,Gamer,1,0.4525,1
Europe,Asus,Laptop,i5,Intel Iris,8,512,Windows 10,Black,Reseller,PayPal,2833.31,5,2691.64,2,5383.28,Professional,1,0.4225,1
Europe,Asus,All-in-One,i9,Intel Iris,32,1024,Linux,Silver,Retail Store,Credit Card,899.89,5,854.9,1,854.9,Enterprise,0,0.2975,0
Europe,Acer,Desktop,Ryzen 7,NVIDIA RTX 2060,32,256,Windows 10,Black,Online,Credit Card,1874.94,15,1593.7,2,3187.4,Enterprise,0,0.335,0
North America,Apple,Desktop,i3,NVIDIA RTX 2060,32,2048,macOS,White,Retail Store,Debit Card,402.3,5,382.19,1,382.19,Student,0,0.35,1
North America,Samsung,Desktop,i3,Intel UHD,4,2048,macOS,Silver,Online,Bank Transfer,1633.2,15,1388.22,3,4164.66,Student,0,0.39,1
North America,HP,All-in-One,i5,NVIDIA RTX 3060,4,256,Windows 11,White,Retail Store,Debit Card,428.81,20,343.05,3,1029.15,Enterprise,0,0.4475,1
North America,Microsoft,Laptop,Ryzen 3,AMD Radeon Vega,16,2048,macOS,Silver,Reseller,Bank Transfer,1661.85,5,1578.76,3,4736.28,Enterprise,1,0.4275,1
Asia-Pacific,Razer,Gaming Laptop,Ryzen 9,AMD Radeon Vega,4,2048,macOS,Silver,Online,Bank Transfer,1134.55,15,964.37,1,964.37,Student,0,0.3875,1
Europe,MSI,Desktop,i5,NVIDIA RTX 2060,8,1024,macOS,White,Reseller,Bank Transfer,2922.38,0,2922.38,3,8767.14,Gamer,0,0.31,0
Asia-Pacific,Dell,All-in-One,M1,Intel UHD,16,1024,Windows 11,Black,Online,Credit Card,2251.0,15,1913.35,3,5740.05,Student,1,0.47,1
Asia-Pacific,Dell,Laptop,Ryzen 7,Intel UHD,8,2048,Windows 10,White,Reseller,PayPal,1848.48,15,1571.21,2,3142.42,Professional,0,0.37,1
Asia-Pacific,Razer,Gaming Laptop,i5,NVIDIA RTX 2060,32,1024,Linux,Gray,Reseller,Bank Transfer,1798.38,5,1708.46,1,1708.46,Enterprise,1,0.38,1
Asia-Pacific,Razer,All-in-One,i3,NVIDIA RTX 3060,8,2048,Windows 11,Silver,Retail Store,Debit Card,925.73,5,879.44,1,879.44,Student,0,0.355,1
North America,Acer,Laptop,Ryzen 7,NVIDIA RTX 3060,16,2048,macOS,Blue,Retail Store,Bank Transfer,2733.06,15,2323.1,3,6969.3,Enterprise,1,0.48,1
Europe,Razer,Gaming Laptop,i9,NVIDIA RTX 2060,8,512,Windows 11,Silver,Online,Bank Transfer,1772.35,20,1417.88,2,2835.76,Gamer,0,0.34,0
Europe,Samsung,Laptop,i5,NVIDIA RTX 3060,32,256,Linux,White,Retail Store,Credit Card,2431.35,15,2066.65,3,6199.95,Enterprise,0,0.5275,1
North America,HP,Gaming Laptop,Ryzen 5,NVIDIA RTX 2060,32,1024,macOS,White,Retail Store,Credit Card,2377.37,20,1901.9,2,3803.8,Enterprise,0,0.36,1
Europe,MSI,Gaming Laptop,M1,NVIDIA RTX 3060,32,256,Windows 10,White,Online,PayPal,1459.15,10,1313.24,2,2626.48,Gamer,1,0.3375,0
Europe,Microsoft,All-in-One,M2,Intel UHD,4,512,Windows 10,White,Reseller,Credit Card,961.94,20,769.55,1,769.55,Enterprise,0,0.3425,0
North America,HP,Desktop,M1,Intel UHD,4,1024,macOS,Gray,Online,Credit Card,1329.57,15,1130.13,2,2260.26,Gamer,0,0.445,1
North America,HP,All-in-One,Ryzen 9,NVIDIA RTX 2060,8,1024,Windows 11,Blue,Online,Credit Card,1130.14,15,960.62,3,2881.86,Gamer,0,0.4,1
Europe,Apple,Gaming Laptop,Ryzen 7,NVIDIA GTX 1650,32,512,macOS,White,Retail Store,Debit Card,566.95,0,566.95,2,1133.9,Gamer,1,0.2575,0
North America,Acer,Gaming Laptop,i9,AMD Radeon Vega,8,1024,macOS,Black,Online,PayPal,1488.42,10,1339.58,1,1339.58,Student,0,0.35,1
Asia-Pacific,Samsung,Laptop,Ryzen 3,Intel UHD,8,1024,Windows 10,Gray,Retail Store,Credit Card,639.89,20,511.91,1,511.91,Professional,1,0.355,1
Europe,Acer,Laptop,i7,Intel Iris,32,2048,Windows 10,Gray,Reseller,Credit Card,697.75,10,627.98,3,1883.94,Professional,1,0.36,1
North America,Asus,All-in-One,M1,AMD Radeon Vega,8,2048,Windows 10,White,Online,Bank Transfer,2534.38,15,2154.22,2,4308.44,Student,0,0.4575,1
North America,MSI,Desktop,Ryzen 9,Intel Iris,16,2048,Windows 10,Gray,Online,Bank Transfer,1462.11,5,1389.0,1,1389.0,Enterprise,1,0.3825,1
Europe,Asus,Laptop,i3,Intel UHD,4,2048,Windows 10,Blue,Reseller,Bank Transfer,950.44,5,902.92,2,1805.84,Gamer,0,0.4825,1
Asia-Pacific,Acer,Laptop,Ryzen 5,Intel Iris,16,512,Windows 10,Black,Reseller,PayPal,509.97,20,407.98,3,1223.94,Gamer,1,0.37,1
Asia-Pacific,Samsung,All-in-One,M1,AMD Radeon Vega,8,512,Windows 11,Blue,Retail Store,Bank Transfer,2679.38,5,2545.41,1,2545.41,Gamer,0,0.3375,0
North America,Dell,Gaming Laptop,i3,NVIDIA GTX 1650,16,2048,Windows 10,Blue,Reseller,Bank Transfer,739.47,15,628.55,1,628.55,Professional,1,0.43,1
Europe,Razer,Laptop,Ryzen 3,Intel Iris,16,1024,Linux,Gray,Online,Credit Card,1068.9,15,908.57,3,2725.71,Student,0,0.3875,1
North America,Lenovo,Desktop,M1,Intel UHD,32,512,macOS,Gray,Online,Credit Card,578.1,5,549.2,3,1647.6,Professional,1,0.3625,1
Europe,Acer,Gaming Laptop,i3,NVIDIA GTX 1650,16,1024,Windows 11,Silver,Retail Store,Debit Card,2266.5,0,2266.5,1,2266.5,Gamer,1,0.33,0
North America,Acer,Gaming Laptop,M1,NVIDIA RTX 2060,32,256,Windows 11,White,Retail Store,PayPal,2265.92,0,2265.92,1,2265.92,Enterprise,1,0.44,1
Europe,MSI,Desktop,i5,AMD Radeon Vega,32,2048,Linux,Blue,Reseller,PayPal,2264.3,15,1924.66,2,3849.32,Enterprise,1,0.3975,1
Asia-Pacific,Samsung,Laptop,Ryzen 7,AMD Radeon Vega,8,256,Linux,Silver,Online,Credit Card,1961.93,5,1863.83,1,1863.83,Enterprise,1,0.345,0
Asia-Pacific,Microsoft,Desktop,Ryzen 9,Intel UHD,32,256,Linux,Silver,Reseller,Debit Card,2373.03,10,2135.73,3,6407.19,Enterprise,1,0.4825,1
Europe,Acer,Desktop,i3,Intel UHD,16,1024,Linux,Blue,Retail Store,Credit Card,2518.67,15,2140.87,3,6422.61,Enterprise,1,0.415,1
Europe,Razer,Laptop,i7,NVIDIA RTX 3060,8,2048,Linux,Gray,Retail Store,PayPal,2105.56,5,2000.28,2,4000.56,Student,1,0.485,1
Asia-Pacific,Microsoft,Laptop,Ryzen 7,AMD Radeon Vega,8,256,Windows 11,Gray,Online,Bank Transfer,1090.76,20,872.61,2,1745.22,Professional,0,0.4375,1
Asia-Pacific,MSI,Gaming Laptop,M1,NVIDIA RTX 3060,4,2048,Windows 11,White,Retail Store,Credit Card,1396.94,5,1327.09,2,2654.18,Student,0,0.435,1
Europe,Razer,All-in-One,i7,AMD Radeon Vega,8,1024,macOS,Blue,Retail Store,Credit Card,416.49,20,333.19,3,999.57,Enterprise,1,0.4425,1
North America,HP,All-in-One,M1,AMD Radeon Vega,32,256,Windows 10,Gray,Online,Bank Transfer,1019.64,15,866.69,3,2600.07,Enterprise,0,0.33,0
North America,Asus,Desktop,Ryzen 7,NVIDIA RTX 2060,8,1024,Windows 11,Silver,Retail Store,Debit Card,1145.64,0,1145.64,2,2291.28,Gamer,0,0.435,1
Asia-Pacific,Lenovo,Gaming Laptop,M1,Intel Iris,32,2048,Windows 10,Gray,Online,Bank Transfer,1919.83,10,1727.85,2,3455.7,Gamer,0,0.345,0
Asia-Pacific,Microsoft,Desktop,Ryzen 3,Intel Iris,4,512,macOS,Gray,Retail Store,PayPal,1087.78,20,870.22,3,2610.66,Enterprise,1,0.41,1
North America,HP,Desktop,i3,AMD Radeon Vega,32,2048,Windows 11,Gray,Online,Debit Card,1853.56,20,1482.85,2,2965.7,Gamer,0,0.4275,1
Asia-Pacific,Dell,Laptop,i3,AMD Radeon Vega,16,2048,Windows 11,Black,Retail Store,Debit Card,2286.83,0,2286.83,2,4573.66,Enterprise,0,0.4625,1
North America,HP,Laptop,Ryzen 7,NVIDIA RTX 3060,8,2048,Linux,Silver,Retail Store,PayPal,1865.78,20,1492.62,2,2985.24,Gamer,0,0.3375,0
Asia-Pacific,Dell,Laptop,i3,AMD Radeon Vega,4,2048,Windows 10,White,Retail Store,PayPal,666.43,15,566.47,2,1132.94,Enterprise,0,0.385,1
North America,Microsoft,All-in-One,Ryzen 9,NVIDIA GTX 1650,4,256,Windows 11,Blue,Online,PayPal,2611.91,20,2089.53,1,2089.53,Enterprise,0,0.385,1
Europe,Apple,Gaming Laptop,i3,NVIDIA RTX 3060,16,256,macOS,Black,Online,Debit Card,1766.35,0,1766.35,2,3532.7,Student,0,0.46,1
North America,Dell,Desktop,i9,AMD Radeon Vega,16,2048,Linux,White,Reseller,PayPal,1434.45,0,1434.45,2,2868.9,Enterprise,0,0.4325,1
Europe,Samsung,Gaming Laptop,i3,Intel UHD,32,2048,Windows 11,Silver,Retail Store,Credit Card,747.4,0,747.4,2,1494.8,Gamer,1,0.3575,1
Asia-Pacific,Apple,All-in-One,i3,Intel Iris,32,2048,macOS,Blue,Retail Store,Bank Transfer,1961.11,5,1863.05,3,5589.15,Gamer,0,0.4375,1
Europe,Samsung,Desktop,i3,NVIDIA GTX 1650,4,1024,Windows 10,White,Retail Store,Credit Card,2990.24,10,2691.22,3,8073.66,Student,1,0.4775,1
North America,Dell,All-in-One,Ryzen 9,NVIDIA RTX 2060,32,256,Windows 11,Blue,Reseller,PayPal,650.03,20,520.02,1,520.02,Student,1,0.4325,1
Asia-Pacific,Asus,Gaming Laptop,i5,Intel UHD,4,1024,Windows 11,Silver,Online,Credit Card,522.42,0,522.42,1,522.42,Enterprise,0,0.3425,0
North America,Asus,Gaming Laptop,i7,NVIDIA RTX 3060,4,256,Windows 10,Silver,Retail Store,Bank Transfer,1281.84,0,1281.84,2,2563.68,Gamer,0,0.4575,1
Europe,Dell,All-in-One,Ryzen 9,NVIDIA GTX 1650,32,2048,Windows 10,White,Retail Store,Credit Card,1668.72,10,1501.85,3,4505.55,Enterprise,0,0.4525,1
Europe,Apple,Desktop,Ryzen 5,NVIDIA GTX 1650,16,1024,macOS,White,Reseller,Credit Card,668.18,5,634.77,3,1904.31,Gamer,0,0.3525,1
Asia-Pacific,Samsung,Laptop,i7,NVIDIA GTX 1650,16,512,Linux,Blue,Online,PayPal,2331.24,20,1864.99,3,5594.97,Professional,0,0.5275,1
Europe,Razer,Laptop,i3,NVIDIA GTX 1650,32,512,macOS,Blue,Reseller,Debit Card,2546.6,5,2419.27,3,7257.81,Gamer,1,0.4525,1
Europe,Razer,Laptop,Ryzen 3,NVIDIA GTX 1650,32,1024,macOS,Silver,Reseller,PayPal,1213.23,15,1031.25,1,1031.25,Enterprise,0,0.4375,1
North America,Asus,Desktop,i3,NVIDIA RTX 3060,4,1024,Linux,Silver,Retail Store,Credit Card,2786.53,5,2647.2,1,2647.2,Student,0,0.375,1
Europe,Dell,Desktop,Ryzen 3,AMD Radeon Vega,32,256,Windows 10,White,Retail Store,Debit Card,2541.55,15,2160.32,3,6480.96,Enterprise,0,0.4775,1
North America,HP,Desktop,Ryzen 9,NVIDIA RTX 3060,4,1024,Windows 11,Silver,Reseller,Debit Card,2190.92,20,1752.74,1,1752.74,Enterprise,1,0.375,1
Asia-Pacific,Razer,Laptop,i7,NVIDIA RTX 3060,8,512,macOS,Black,Retail Store,Debit Card,1739.22,20,1391.38,3,4174.14,Enterprise,0,0.4275,1
Asia-Pacific,Samsung,Desktop,i5,NVIDIA RTX 2060,8,2048,Windows 10,Blue,Reseller,Debit Card,2896.91,15,2462.37,1,2462.37,Professional,1,0.3625,1
Europe,Samsung,Laptop,i9,Intel UHD,16,256,Linux,Silver,Reseller,Credit Card,2054.48,0,2054.48,3,6163.44,Student,1,0.4125,1
Europe,Samsung,All-in-One,Ryzen 9,AMD Radeon Vega,8,256,macOS,Blue,Reseller,PayPal,1259.33,0,1259.33,3,3777.99,Gamer,0,0.36,1
Asia-Pacific,Samsung,Desktop,i7,AMD Radeon Vega,8,256,macOS,Black,Retail Store,Bank Transfer,1796.94,20,1437.55,3,4312.65,Professional,1,0.3575,1
Asia-Pacific,Dell,Gaming Laptop,Ryzen 7,Intel Iris,32,256,Windows 11,Black,Online,Debit Card,1460.28,0,1460.28,1,1460.28,Professional,0,0.345,0
Europe,Acer,Desktop,Ryzen 9,AMD Radeon Vega,4,512,Windows 11,Blue,Retail Store,Bank Transfer,977.88,10,880.09,3,2640.27,Student,1,0.28,0
Europe,Lenovo,Gaming Laptop,M1,NVIDIA RTX 2060,32,1024,Windows 11,White,Online,Credit Card,1758.93,10,1583.04,3,4749.12,Student,0,0.3675,1
North America,Asus,Laptop,i9,NVIDIA RTX 2060,16,1024,Windows 10,White,Reseller,Credit Card,970.01,0,970.01,1,970.01,Gamer,0,0.315,0
Asia-Pacific,Acer,Desktop,i7,Intel UHD,8,2048,Windows 10,White,Retail Store,Bank Transfer,1155.69,10,1040.12,1,1040.12,Gamer,0,0.39,1
Europe,Microsoft,Laptop,Ryzen 3,NVIDIA GTX 1650,32,1024,Linux,White,Reseller,PayPal,1750.51,10,1575.46,3,4726.38,Gamer,0,0.4375,1
Europe,Asus,Laptop,i3,Intel UHD,32,512,Windows 10,Silver,Online,Debit Card,2370.12,0,2370.12,1,2370.12,Student,0,0.4275,1
Asia-Pacific,HP,Gaming Laptop,Ryzen 3,Intel UHD,8,1024,macOS,Silver,Reseller,Bank Transfer,2264.37,10,2037.93,1,2037.93,Enterprise,1,0.3175,0
Europe,Samsung,Gaming Laptop,i9,NVIDIA GTX 1650,16,256,Linux,Gray,Reseller,Debit Card,1308.08,20,1046.46,3,3139.38,Student,1,0.35,1
Asia-Pacific,MSI,Gaming Laptop,Ryzen 9,AMD Radeon Vega,16,1024,Linux,White,Reseller,PayPal,2089.31,10,1880.38,1,1880.38,Enterprise,0,0.385,1
Asia-Pacific,Asus,Gaming Laptop,i5,NVIDIA RTX 3060,32,256,macOS,White,Retail Store,PayPal,1470.91,5,1397.36,2,2794.72,Student,1,0.43,1
Europe,Acer,All-in-One,i9,Intel Iris,16,1024,macOS,Silver,Online,Credit Card,1138.19,0,1138.19,1,1138.19,Enterprise,1,0.3025,0
Europe,Acer,All-in-One,M2,NVIDIA RTX 3060,16,2048,Windows 10,Blue,Reseller,PayPal,969.64,0,969.64,3,2908.92,Student,0,0.38,1
North America,Microsoft,Laptop,M1,NVIDIA GTX 1650,4,512,macOS,White,Reseller,Credit Card,2956.13,15,2512.71,1,2512.71,Enterprise,0,0.47,1
Europe,Lenovo,Gaming Laptop,Ryzen 3,NVIDIA RTX 3060,32,512,macOS,White,Reseller,Credit Card,462.47,10,416.22,2,832.44,Student,0,0.415,1
Europe,Microsoft,All-in-One,i3,Intel Iris,4,256,Windows 10,Silver,Retail Store,Bank Transfer,2226.51,0,2226.51,1,2226.51,Gamer,0,0.2725,0
North America,Razer,All-in-One,Ryzen 3,AMD Radeon Vega,16,256,macOS,Blue,Reseller,Credit Card,2817.55,5,2676.67,1,2676.67,Gamer,1,0.4725,1
North America,Acer,Desktop,Ryzen 5,NVIDIA GTX 1650,16,512,Linux,Blue,Online,Debit Card,2991.54,5,2841.96,1,2841.96,Gamer,0,0.44,1
Europe,MSI,Desktop,i7,NVIDIA RTX 3060,16,2048,Windows 11,White,Online,PayPal,1943.28,20,1554.62,1,1554.62,Student,0,0.3725,1
Asia-Pacific,MSI,Gaming Laptop,Ryzen 7,NVIDIA RTX 2060,4,2048,Windows 10,Silver,Online,Credit Card,1324.9,10,1192.41,1,1192.41,Enterprise,0,0.3975,1
Europe,Apple,All-in-One,M2,NVIDIA RTX 3060,32,1024,macOS,White,Reseller,Credit Card,745.76,10,671.18,1,671.18,Enterprise,0,0.3875,1
Europe,Samsung,Laptop,Ryzen 5,Intel Iris,32,512,Windows 11,Silver,Retail Store,PayPal,779.61,5,740.63,1,740.63,Gamer,1,0.35,1
North America,Acer,All-in-One,M1,NVIDIA GTX 1650,16,1024,Linux,Silver,Online,Credit Card,2142.59,0,2142.59,3,6427.77,Gamer,0,0.385,1
North America,Dell,All-in-One,M2,Intel Iris,16,512,Linux,Black,Online,Bank Transfer,1674.88,15,1423.65,1,1423.65,Gamer,1,0.4125,1
Europe,Asus,Desktop,i7,NVIDIA RTX 2060,4,512,Linux,White,Online,Credit Card,1196.38,10,1076.74,2,2153.48,Enterprise,1,0.405,1
Asia-Pacific,HP,All-in-One,Ryzen 3,Intel Iris,32,2048,Linux,Silver,Online,Bank Transfer,2308.52,5,2193.09,2,4386.18,Student,1,0.475,1
Asia-Pacific,Apple,Desktop,i9,AMD Radeon Vega,32,256,macOS,White,Retail Store,Credit Card,1737.53,20,1390.02,2,2780.04,Enterprise,1,0.3975,1
Europe,Apple,All-in-One,M1,AMD Radeon Vega,16,1024,macOS,Black,Reseller,Bank Transfer,707.17,20,565.74,2,1131.48,Student,0,0.43,1
Asia-Pacific,Microsoft,All-in-One,i3,NVIDIA RTX 2060,32,256,Linux,White,Reseller,Bank Transfer,1208.44,5,1148.02,3,3444.06,Gamer,1,0.3675,1
North America,Acer,All-in-One,M2,NVIDIA RTX 2060,32,512,Windows 11,Blue,Online,Bank Transfer,1349.43,20,1079.54,3,3238.62,Professional,1,0.38,1
North America,Asus,Gaming Laptop,Ryzen 9,Intel UHD,16,256,Windows 10,White,Reseller,PayPal,814.62,0,814.62,3,2443.86,Student,1,0.4525,1
Asia-Pacific,MSI,Laptop,i5,NVIDIA GTX 1650,32,1024,Windows 11,Black,Reseller,Credit Card,2876.13,0,2876.13,2,5752.26,Enterprise,1,0.375,1
North America,Asus,Laptop,Ryzen 3,NVIDIA RTX 2060,8,256,macOS,Blue,Reseller,Bank Transfer,794.38,15,675.22,2,1350.44,Gamer,1,0.34,0
Asia-Pacific,Lenovo,Laptop,Ryzen 9,AMD Radeon Vega,16,256,Windows 10,Blue,Retail Store,Credit Card,2570.08,10,2313.07,3,6939.21,Student,1,0.4275,1
North America,Dell,Desktop,M2,Intel UHD,32,512,macOS,Black,Reseller,Credit Card,2920.06,10,2628.05,3,7884.15,Enterprise,0,0.44,1
North America,Microsoft,Desktop,M2,AMD Radeon Vega,32,1024,Windows 11,Blue,Reseller,Bank Transfer,2182.72,10,1964.45,1,1964.45,Gamer,1,0.3975,1
North America,Dell,Gaming Laptop,i3,NVIDIA RTX 2060,4,1024,Windows 11,White,Retail Store,PayPal,842.0,15,715.7,2,1431.4,Gamer,1,0.355,1
Europe,Dell,Desktop,M1,NVIDIA RTX 3060,32,1024,Windows 11,White,Online,PayPal,1401.11,20,1120.89,3,3362.67,Gamer,1,0.4575,1
